CustomerId,Identifier,CreatedOn
3686725,1310534828132,2019-03-05 06:33:54.000
3686726,1310534795364,2019-03-05 06:33:54.000
3686727,1310534762596,2019-03-05 06:33:54.000
3686728,1310534729828,2019-03-05 06:33:54.000
3686729,1310534697060,2019-03-05 06:33:54.000
3686730,1310534631524,2019-03-05 06:33:54.000
3686731,1310535057508,2019-03-05 06:33:55.000
3686732,1310535024740,2019-03-05 06:33:55.000
3686733,1310534991972,2019-03-05 06:33:55.000
3686734,1310534959204,2019-03-05 06:33:55.000
3686735,1310534926436,2019-03-05 06:33:55.000
3686736,1310534893668,2019-03-05 06:33:55.000
3686737,1310535221348,2019-03-05 06:33:56.000
3686738,1310535188580,2019-03-05 06:33:56.000
3686739,1310535155812,2019-03-05 06:33:56.000
3686740,1310535123044,2019-03-05 06:33:56.000
3686741,1310535090276,2019-03-05 06:33:56.000
3686742,1310535450724,2019-03-05 06:33:57.000
3686743,1310535417956,2019-03-05 06:33:57.000
3686744,1310535385188,2019-03-05 06:33:57.000
3686745,1310535319652,2019-03-05 06:33:57.000
3686746,1310535286884,2019-03-05 06:33:57.000
3686747,1310535254116,2019-03-05 06:33:56.000
3686748,1310535614564,2019-03-05 06:33:58.000
3686749,1310535581796,2019-03-05 06:33:58.000
3686750,1310535549028,2019-03-05 06:33:58.000
3686751,1310535516260,2019-03-05 06:33:58.000
3686752,1310535483492,2019-03-05 06:33:58.000
3686753,1310535811172,2019-03-05 06:33:59.000
3686754,1310535745636,2019-03-05 06:33:59.000
3686755,1310535680100,2019-03-05 06:33:59.000
3686756,1310535647332,2019-03-05 06:33:58.000
3686757,1310535909476,2019-03-05 06:34:00.000
3686758,1310535876708,2019-03-05 06:34:00.000
3686759,1310535843940,2019-03-05 06:33:59.000
3686760,1310536106084,2019-03-05 06:34:01.000
3686761,1310536073316,2019-03-05 06:34:01.000
3686762,1310536007780,2019-03-05 06:34:01.000
3686763,1310535975012,2019-03-05 06:34:01.000
3686764,1310501863524,2019-03-05 06:24:57.000
3686765,1310536237156,2019-03-05 06:34:02.000
3686766,1310536204388,2019-03-05 06:34:02.000
3686767,1310536171620,2019-03-05 06:34:02.000
3686768,1310536138852,2019-03-05 06:34:02.000
3686769,1310536499300,2019-03-05 06:34:03.000
3686770,1310536466532,2019-03-05 06:34:03.000
3686771,1310536433764,2019-03-05 06:34:03.000
3686772,1310536368228,2019-03-05 06:34:03.000
3686773,1310536302692,2019-03-05 06:34:03.000
3686774,1310536695908,2019-03-05 06:34:04.000
3686775,1310536663140,2019-03-05 06:34:04.000
3686776,1310536630372,2019-03-05 06:34:04.000
3686777,1310536597604,2019-03-05 06:34:04.000
3686778,1310536564836,2019-03-05 06:34:04.000
3686779,1310536532068,2019-03-05 06:34:04.000
3686780,1310536826980,2019-03-05 06:34:05.000
3686781,1310536794212,2019-03-05 06:34:05.000
3686782,1310536761444,2019-03-05 06:34:05.000
3686783,1310537056356,2019-03-05 06:34:06.000
3686784,1310537023588,2019-03-05 06:34:06.000
3686785,1310536990820,2019-03-05 06:34:06.000
3686786,1310536958052,2019-03-05 06:34:06.000
3686787,1310536892516,2019-03-05 06:34:05.000
3686788,1310537187428,2019-03-05 06:34:07.000
3686789,1310537154660,2019-03-05 06:34:07.000
3686790,1310537121892,2019-03-05 06:34:07.000
3686791,1310537089124,2019-03-05 06:34:07.000
3686792,1310537384036,2019-03-05 06:34:08.000
3686793,1310537318500,2019-03-05 06:34:08.000
3686794,1310537285732,2019-03-05 06:34:08.000
3686795,1310537252964,2019-03-05 06:34:08.000
3686796,1310537613412,2019-03-05 06:34:09.000
3686797,1310537580644,2019-03-05 06:34:09.000
3686798,1310537515108,2019-03-05 06:34:09.000
3686799,1310537482340,2019-03-05 06:34:09.000
3686800,1310537777252,2019-03-05 06:34:10.000
3686801,1310537744484,2019-03-05 06:34:10.000
3686802,1310537711716,2019-03-05 06:34:10.000
3686803,1310537678948,2019-03-05 06:34:10.000
3686804,1310537646180,2019-03-05 06:34:10.000
3686805,1310538006628,2019-03-05 06:34:11.000
3686806,1310537973860,2019-03-05 06:34:11.000
3686807,1310537908324,2019-03-05 06:34:11.000
3686808,1310537875556,2019-03-05 06:34:11.000
3686809,1310537810020,2019-03-05 06:34:11.000
3686810,1310538203236,2019-03-05 06:34:12.000
3686811,1310538170468,2019-03-05 06:34:12.000
3686812,1310538072164,2019-03-05 06:34:12.000
3686813,1310538039396,2019-03-05 06:34:12.000
3686814,1310520672356,2019-03-05 06:32:43.000
3686815,1310538399844,2019-03-05 06:34:13.000
3686816,1310538268772,2019-03-05 06:34:13.000
3686817,1310538236004,2019-03-05 06:34:13.000
3686818,1310538596452,2019-03-05 06:34:14.000
3686819,1310538563684,2019-03-05 06:34:14.000
3686820,1310538530916,2019-03-05 06:34:14.000
3686821,1310538465380,2019-03-05 06:34:14.000
3686822,1310538793060,2019-03-05 06:34:15.000
3686823,1310538760292,2019-03-05 06:34:15.000
3686824,1310538989668,2019-03-05 06:34:16.000
3686825,1310538924132,2019-03-05 06:34:16.000
3686826,1310539153508,2019-03-05 06:34:17.000
3686827,1310539120740,2019-03-05 06:34:17.000
3686828,1310539448420,2019-03-05 06:34:18.000
3686829,1310539415652,2019-03-05 06:34:18.000
3686830,1310539382884,2019-03-05 06:34:18.000
3686831,1310539284580,2019-03-05 06:34:18.000
3686832,1310539612260,2019-03-05 06:34:19.000
3686833,1310539579492,2019-03-05 06:34:19.000
3686834,1310539808868,2019-03-05 06:34:20.000
3686835,1310539776100,2019-03-05 06:34:20.000
3686836,1310539972708,2019-03-05 06:34:21.000
3686837,1310540202084,2019-03-05 06:34:22.000
3686838,1310540103780,2019-03-05 06:34:22.000
3686839,1310540431460,2019-03-05 06:34:23.000
3686840,1310540398692,2019-03-05 06:34:23.000
3686841,1310540660836,2019-03-05 06:34:24.000
3686842,1310540595300,2019-03-05 06:34:24.000
3686843,1310540922980,2019-03-05 06:34:25.000
3686844,1310541381732,2019-03-05 06:34:27.000
3686845,1310541283428,2019-03-05 06:34:27.000
3686846,1310541152356,2019-03-05 06:34:26.000
3686847,1310541512804,2019-03-05 06:34:28.000
3686848,1310541480036,2019-03-05 06:34:28.000
3686849,1310541414500,2019-03-05 06:34:28.000
3686850,1310541742180,2019-03-05 06:34:29.000
3686851,1310541709412,2019-03-05 06:34:29.000
3686852,1310541906020,2019-03-05 06:34:30.000
3686853,1310541873252,2019-03-05 06:34:30.000
3686854,1310541807716,2019-03-05 06:34:30.000
3686855,1310541774948,2019-03-05 06:34:30.000
3686856,1310542037092,2019-03-05 06:34:31.000
3686857,1310542004324,2019-03-05 06:34:31.000
3686858,1310542233700,2019-03-05 06:34:32.000
3686859,1310542168164,2019-03-05 06:34:31.000
3686860,1310542528612,2019-03-05 06:34:33.000
3686861,1310542463076,2019-03-05 06:34:33.000
3686862,1310542626916,2019-03-05 06:34:34.000
3686863,1310542594148,2019-03-05 06:34:34.000
