ExternalCustomerId,TransactionDate,SalesOrderHeaderId,SalesOrderLineId,Quantity,NetAmount,ExternalProductId
1323358486628,2019-03-07 20:22:38.000,2617745,19388649,1,24.200,24534248161380
1318447186020,2019-03-06 19:43:43.000,2617746,19388650,1,165.000,24534218408036
1317855625316,2019-02-28 16:02:00.000,2617747,19388651,1,21.780,24534247932004
1317855625316,2019-02-28 16:02:00.000,2617747,19388652,1,21.780,24534181478500
1342742036580,2019-03-11 12:42:43.000,2617748,19388653,1,165.000,24534218408036
1317859688548,2019-02-22 11:32:00.000,2617749,19388654,1,38.500,24534176989284
1323672862820,2019-03-07 21:46:43.000,2617750,19388655,1,77.000,24534227943524
1318803046500,2019-03-06 21:22:25.000,2617751,19388656,2,48.400,24534247866468
1317855559780,2019-02-28 22:41:00.000,2617752,19388657,1,44.000,24534177742948
1317855363172,2019-03-01 18:57:00.000,2617753,19388658,1,41.800,24534178594916
1343469355108,2019-03-11 14:57:51.000,2617754,19388659,1,165.000,24534218506340
1343815843940,2019-03-11 16:33:51.000,2617755,19388660,1,17.600,24534247243876
1319823671396,2019-03-07 02:44:08.000,2617756,19388661,4,176.000,24534194978916
1341731897444,2019-03-11 11:31:51.000,2617757,19388662,1,165.000,24534218047588
1341731897444,2019-03-11 11:31:51.000,2617757,19388663,1,165.000,24534218408036
1317853954148,2019-03-03 17:41:00.000,2617758,19388664,1,41.800,24534178529380
1340114370660,2019-03-11 03:51:40.000,2617759,19388665,1,165.000,24534218276964
1342740463716,2019-03-11 13:09:23.000,2617760,19388666,1,24.200,24534181511268
1317857362020,2019-02-24 22:26:00.000,2617761,19388667,1,74.250,24534233383012
1317857362020,2019-02-24 22:26:00.000,2617761,19388668,1,74.250,24534233415780
1317857362020,2019-02-24 22:26:00.000,2617761,19388669,1,74.250,24534233710692
1317857362020,2019-02-24 22:26:00.000,2617761,19388670,1,74.250,24534233743460
1317857362020,2019-02-24 22:26:00.000,2617761,19388671,1,74.250,24534233546852
1317857362020,2019-02-24 22:26:00.000,2617761,19388672,1,74.250,24534233579620
1310542856292,2019-03-05 12:55:00.000,2617762,19388673,1,22.570,24534178594916
1310542856292,2019-03-05 12:55:00.000,2617762,19388674,1,59.400,24690858164324
1310542856292,2019-03-05 12:55:00.000,2617762,19388675,1,17.820,24534185771108
1310542856292,2019-03-05 12:55:00.000,2617762,19388676,1,23.760,24534235381860
1317859426404,2019-02-22 11:53:00.000,2617763,19388677,4,96.800,24534247932004
1317861425252,2019-02-20 11:05:00.000,2617764,19388678,1,88.000,24534171287652
1317861425252,2019-02-20 11:05:00.000,2617764,19388679,1,33.000,24534185771108
1317861425252,2019-02-20 11:05:00.000,2617764,19388680,1,110.000,24534204940388
1317861425252,2019-02-20 11:05:00.000,2617764,19388681,1,88.000,24534231679076
1329196400740,2019-03-09 01:59:39.000,2617765,19388682,1,165.000,24534217883748
1332206174308,2019-03-09 17:21:30.000,2617766,19388683,1,132.000,24534157262948
1317856215140,2019-02-26 13:22:00.000,2617767,19388684,1,82.500,24534233612388
1317856215140,2019-02-26 13:22:00.000,2617767,19388685,1,82.500,24534233579620
1317855658084,2019-02-28 11:01:00.000,2617768,19388686,1,41.800,24534178529380
1340097298532,2019-03-11 03:42:51.000,2617769,19388687,1,165.000,24534218244196
1317857591396,2019-02-24 12:24:00.000,2617770,19388688,2,176.000,24534171254884
1339727020132,2019-03-11 01:47:14.000,2617771,19388689,1,165.000,24534217785444
1317854216292,2019-03-03 14:01:00.000,2617772,19388690,1,108.900,24534205759588
1317854216292,2019-03-03 14:01:00.000,2617772,19388691,1,37.620,24534178529380
1317854216292,2019-03-03 14:01:00.000,2617772,19388692,1,34.650,24534177120356
1329262592100,2019-03-09 02:05:13.000,2617773,19388693,1,110.000,24690858164324
1317858246756,2019-02-24 03:57:00.000,2617774,19388694,1,38.500,24534176989284
1317859786852,2019-02-21 18:15:00.000,2617775,19388695,1,38.500,24534177120356
1331962544228,2019-03-09 16:20:31.000,2617776,19388696,1,165.000,24534217916516
1344367001700,2019-03-11 19:14:14.000,2617777,19388697,1,165.000,24534218408036
1317858443364,2019-02-23 17:52:00.000,2617778,19388698,1,37.620,24534178529380
1338885177444,2019-03-10 21:10:51.000,2617779,19388699,2,48.400,24534248161380
1338885177444,2019-03-10 21:10:51.000,2617779,19388700,1,132.000,24534157557860
1317858377828,2019-02-23 20:25:00.000,2617780,19388701,1,39.600,24534195732580
1318811992164,2019-03-06 21:25:08.000,2617781,19388702,1,71.500,24690607456356
1318811992164,2019-03-06 21:25:08.000,2617781,19388703,1,88.000,24534171254884
1317856084068,2019-02-27 19:33:00.000,2617782,19388704,1,99.000,24534204940388
1317853528164,2019-03-04 09:13:00.000,2617784,19388706,1,66.000,24534229090404
1343990857828,2019-03-11 17:20:44.000,2617785,19388707,1,82.500,24534233743460
1328400072804,2019-03-08 21:10:47.000,2617786,19388708,1,44.000,24534177841252
1332016021604,2019-03-09 16:31:31.000,2617787,19388709,2,39.600,24534244851812
1310523949156,2019-03-12 13:50:14.000,2617788,19388710,1,165.000,24534218080356
1317858574436,2019-02-23 12:21:00.000,2617789,19388711,1,71.500,24690681184356
1317856215140,2019-03-12 02:26:56.000,2617790,19388712,1,132.000,24534157230180
1317852774500,2019-03-04 15:11:00.000,2617791,19388713,1,71.500,24534163619940
1317852774500,2019-03-04 15:11:00.000,2617791,19388714,1,71.500,24534163030116
1317854773348,2019-03-02 20:19:00.000,2617792,19388715,1,71.500,24690592088164
1317852577892,2019-03-04 20:16:00.000,2617793,19388716,1,69.300,24534209069156
1317852577892,2019-03-04 20:16:00.000,2617793,19388717,1,39.600,24534170632292
1321579085924,2019-03-07 14:26:10.000,2617794,19388718,1,44.000,24534196355172
1321579085924,2019-03-07 14:26:10.000,2617794,19388719,1,88.000,24534171320420
1317854543972,2019-03-03 11:23:00.000,2617795,19388720,1,74.250,24534233645156
1317854543972,2019-03-03 11:23:00.000,2617795,19388721,1,79.200,24534171254884
1317854543972,2019-03-03 11:23:00.000,2617795,19388722,1,64.350,24534211788900
1317787435108,2019-02-19 09:20:00.000,2617796,19388723,1,21.780,24534248128612
1317787435108,2019-02-19 09:20:00.000,2617796,19388724,1,21.780,24534247866468
1348702601316,2019-03-12 16:25:39.000,2617797,19388725,1,165.000,24534218178660
1339606237284,2019-03-11 00:56:57.000,2617798,19388726,1,88.000,24534231548004
1339606237284,2019-03-11 00:56:57.000,2617798,19388727,1,132.000,24534157394020
1339606237284,2019-03-11 00:56:57.000,2617798,19388728,1,44.000,24534194618468
1317851496548,2019-03-05 17:41:00.000,2617799,19388729,1,39.600,24534177742948
1317857919076,2019-02-24 09:40:00.000,2617800,19388730,1,88.000,24534171254884
1317857919076,2019-02-24 09:40:00.000,2617800,19388731,1,71.500,24690607456356
1353660006500,2019-03-13 23:00:25.000,2617801,19388732,1,165.000,24534218244196
1317851627620,2019-03-05 14:39:00.000,2617802,19388733,1,79.200,24534171254884
1317851627620,2019-03-05 14:39:00.000,2617802,19388734,1,99.000,24534189244516
1317860114532,2019-02-21 07:32:00.000,2630506,19412415,1,22.990,24534178594916
1317860376676,2019-02-21 06:30:00.000,2630507,19412416,2,51.480,24534182985828
1317853298788,2019-03-04 10:27:00.000,2631351,19413942,1,118.800,24534238036068
1317855199332,2019-03-02 00:33:00.000,2631352,19413943,2,88.000,24534195732580
1317853233252,2019-03-04 10:31:00.000,2631353,19413944,1,132.000,24534169616484
1317853233252,2019-03-04 10:31:00.000,2631353,19413945,1,132.000,24534169485412
1317857525860,2019-02-24 14:32:00.000,2631354,19413946,1,44.000,24534196289636
1317857525860,2019-02-24 14:32:00.000,2631354,19413947,1,88.000,24534171189348
1373961027684,2019-03-18 15:18:22.000,2631355,19413948,1,165.000,24534218211428
1349787549796,2019-03-14 20:53:15.000,2631356,19413949,1,110.000,24876325404772
1359665725540,2019-03-14 17:56:25.000,2631357,19413950,1,165.000,24534218276964
1351289929828,2019-03-13 04:29:00.000,2631358,19413951,1,165.000,24534218408036
1345543077988,2019-03-12 01:13:11.000,2631359,19413952,2,35.200,24534247374948
1345543077988,2019-03-12 01:13:11.000,2631359,19413953,1,0.000,24534248161380
1345543077988,2019-03-12 01:13:11.000,2631359,19413954,1,24.200,24534247899236
1345543077988,2019-03-12 01:13:11.000,2631359,19413955,1,165.000,24534217916516
1317854740580,2019-03-03 05:59:00.000,2631360,19413956,1,132.000,24534157131876
1317854740580,2019-03-03 05:59:00.000,2631360,19413957,1,41.800,24534178594916
1317854740580,2019-03-03 05:59:00.000,2631360,19413958,1,88.000,24534171156580
1317859229796,2019-02-22 19:36:00.000,2631361,19413959,1,132.000,24534238199908
1317859229796,2019-02-22 19:36:00.000,2631361,19413960,1,49.500,24534249111652
1317859229796,2019-02-22 19:36:00.000,2631361,19413961,1,44.000,24534170632292
1354570203236,2019-03-13 19:39:04.000,2631362,19413962,1,44.000,24534177742948
1354570203236,2019-03-13 19:39:04.000,2631362,19413963,1,88.000,24534171222116
1354570203236,2019-03-13 19:39:04.000,2631362,19413964,1,132.000,24534157230180
1354570203236,2019-03-13 19:39:04.000,2631362,19413965,2,264.000,24534157394020
1317856018532,2019-02-27 21:02:00.000,2631363,19413966,1,64.350,24534211068004
1317856018532,2019-02-27 21:02:00.000,2631363,19413967,1,74.250,24534233612388
1317860638820,2019-02-20 20:40:00.000,2631364,19413968,1,71.500,24534211068004
1348537024612,2019-03-12 15:46:34.000,2631365,19413969,1,165.000,24534218473572
1360162422884,2019-03-14 20:50:49.000,2631366,19413970,2,48.400,24534248128612
1360162422884,2019-03-14 20:50:49.000,2631366,19413971,1,24.200,24534181412964
1360162422884,2019-03-14 20:50:49.000,2631366,19413972,1,0.000,24534247342180
1342512136292,2019-03-14 01:57:41.000,2631367,19413973,1,41.800,24534178562148
1360870309988,2019-03-15 01:39:00.000,2631368,19413974,1,44.000,24534195404900
1360870309988,2019-03-15 01:39:00.000,2631368,19413975,1,44.000,24534194716772
1360870309988,2019-03-15 01:39:00.000,2631368,19413976,1,44.000,24534195077220
1364270940260,2019-03-16 00:01:37.000,2631369,19413977,1,71.500,24534211035236
1363872284772,2019-03-16 13:58:23.000,2631370,19413978,1,60.500,24534225387620
1363872284772,2019-03-16 13:58:23.000,2631370,19413979,1,60.500,24534225551460
1366222372964,2019-03-16 14:05:04.000,2631371,19413980,1,132.000,24534157557860
1365362081892,2019-03-17 05:02:53.000,2631372,19413981,1,88.000,24534231548004
1350613893220,2019-03-17 15:14:20.000,2631373,19413982,1,71.500,24690599329892
1371018952804,2019-03-17 20:12:27.000,2631374,19413983,1,77.000,24534228238436
1373961027684,2019-03-18 15:29:16.000,2631375,19413984,1,165.000,24534218211428
1374069031012,2019-03-18 15:58:03.000,2631376,19413985,1,165.000,24534217982052
1360971563108,2019-03-15 01:57:45.000,2631377,19413986,1,44.000,24534195470436
1367353688164,2019-03-16 19:56:43.000,2631378,19413987,1,44.000,24534196355172
1367353688164,2019-03-16 19:56:43.000,2631378,19413988,1,44.000,24534195404900
1364983545956,2019-03-17 14:20:29.000,2631379,19413989,1,165.000,24534190555236
1319462895716,2019-03-17 14:33:20.000,2631380,19413990,1,71.500,24534211068004
1319462895716,2019-03-17 14:33:20.000,2631380,19413991,1,71.500,24690607456356
1364355121252,2019-03-17 16:12:33.000,2631381,19413992,1,132.000,24534157230180
1310540824676,2019-03-17 16:17:42.000,2631382,19413993,1,165.000,24534218276964
1370891059300,2019-03-17 19:37:21.000,2631383,19413994,1,71.500,24534211559524
1370891059300,2019-03-17 19:37:21.000,2631383,19413995,1,71.500,24534211526756
1340318711908,2019-03-17 22:34:08.000,2631384,19413996,1,99.000,24534186000484
1365106262116,2019-03-18 18:37:52.000,2631385,19413997,1,44.000,24534194978916
1317852774500,2019-03-16 03:18:20.000,2631386,19413998,1,165.000,24690938904676
1324104220772,2019-03-17 02:37:10.000,2631387,19413999,1,165.000,24534218473572
1362948227172,2019-03-15 17:47:21.000,2631388,19414000,1,41.800,24534178529380
1362948227172,2019-03-15 17:47:21.000,2631388,19414001,3,72.600,24534247932004
1362948227172,2019-03-15 17:47:21.000,2631388,19414002,1,0.000,24534247932004
1370035454052,2019-03-17 15:43:26.000,2631389,19414003,1,165.000,24690948243556
1360139092068,2019-03-17 15:49:04.000,2631390,19414004,1,165.000,24690938904676
1365331771492,2019-03-17 17:09:55.000,2631391,19414005,1,165.000,24534218145892
1340562538596,2019-03-17 19:03:31.000,2631392,19414006,2,48.400,24534248128612
1340562538596,2019-03-17 19:03:31.000,2631392,19414007,1,19.800,24534244819044
1340562538596,2019-03-17 19:03:31.000,2631392,19414008,1,0.000,24534244819044
1340562538596,2019-03-17 19:03:31.000,2631392,19414009,3,72.600,24534181412964
1365001142372,2019-03-17 19:28:15.000,2631393,19414010,1,132.000,24534157623396
1365001142372,2019-03-17 19:28:15.000,2631393,19414011,1,132.000,24534157262948
1365354872932,2019-03-18 04:26:27.000,2631394,19414012,1,132.000,24534157557860
1342645174372,2019-03-18 11:38:07.000,2631395,19414013,1,165.000,24534190653540
1373294264420,2019-03-18 12:53:28.000,2631396,19414014,1,165.000,24534190850148
1370269974628,2019-03-18 13:53:24.000,2631397,19414015,1,165.000,24534190850148
1365359853668,2019-03-16 15:47:42.000,2631398,19414016,1,60.500,24534225092708
1365359853668,2019-03-16 15:47:42.000,2631398,19414017,1,165.000,24534217982052
1366783066212,2019-03-16 16:55:30.000,2631399,19414018,1,165.000,24690952077412
1364538130532,2019-03-17 18:20:52.000,2631400,19414019,1,165.000,24534190850148
1364514111588,2019-03-17 19:58:10.000,2631401,19414020,1,132.000,24534157623396
1364514111588,2019-03-17 19:58:10.000,2631401,19414021,1,132.000,24534157262948
1338405191780,2019-03-18 00:09:04.000,2631402,19414022,1,165.000,24534190653540
1364990034020,2019-03-16 21:12:12.000,2631403,19414023,1,132.000,24534169813092
1364990034020,2019-03-16 21:12:12.000,2631403,19414024,1,165.000,24534218408036
1365351596132,2019-03-17 16:23:01.000,2631404,19414025,1,165.000,24534190784612
1310518739044,2019-03-18 21:16:34.000,2631405,19414026,1,38.500,24534176989284
1310518739044,2019-03-18 21:16:34.000,2631405,19414027,1,165.000,24534190784612
1365136015460,2019-03-18 17:13:06.000,2631406,19414028,1,165.000,24534190817380
1365136015460,2019-03-18 17:13:06.000,2631406,19414029,1,165.000,24534190653540
1369767837796,2019-03-17 14:34:38.000,2631407,19414030,1,165.000,24690948243556
1369767837796,2019-03-17 14:34:38.000,2631407,19414031,1,165.000,24534190850148
1369767837796,2019-03-17 14:34:38.000,2631407,19414032,1,165.000,24534190817380
1319622836324,2019-03-17 18:44:17.000,2631408,19414033,1,165.000,24534190555236
1319622836324,2019-03-17 18:44:17.000,2631408,19414034,1,165.000,24690938904676
1344021692516,2019-03-17 15:06:03.000,2631409,19414035,1,165.000,24534190817380
1344021692516,2019-03-17 15:06:03.000,2631409,19414036,1,165.000,24690938904676
1358977106020,2019-03-14 15:16:57.000,2631410,19414037,1,44.000,24534195404900
1358977106020,2019-03-14 15:16:57.000,2631410,19414038,1,44.000,24534195077220
1358977106020,2019-03-14 15:16:57.000,2631410,19414039,1,71.500,24534211592292
1358977106020,2019-03-14 15:16:57.000,2631410,19414040,1,71.500,24534211068004
1360441901156,2019-03-14 22:36:31.000,2631411,19414041,1,82.500,24534233743460
1360441901156,2019-03-14 22:36:31.000,2631411,19414042,1,44.000,24534196289636
1356585271396,2019-03-14 04:20:20.000,2631412,19414043,1,71.500,24690599329892
1356585271396,2019-03-14 04:20:20.000,2631412,19414044,1,71.500,24534211592292
1359734997092,2019-03-14 18:18:55.000,2631413,19414045,1,82.500,24534233808996
1317856215140,2019-03-14 16:06:26.000,2631414,19414046,1,82.500,24534233776228
1364735787108,2019-03-19 13:40:15.000,2633433,19420602,3,132.000,24534235250788
1378143797348,2019-03-19 16:30:33.000,2633434,19420603,1,88.000,24534208086116
1378143797348,2019-03-19 16:30:33.000,2633434,19420604,1,88.000,24534208020580
1379030204516,2019-03-19 18:52:00.000,2633435,19420605,1,77.000,24534232662116
1379254173796,2019-03-19 20:10:47.000,2633436,19420606,1,165.000,24534218440804
1378041135204,2019-03-19 16:06:16.000,2633437,19420607,1,165.000,24534217785444
1310518018148,2019-03-19 16:27:50.000,2633438,19420608,1,88.000,24534171189348
1310519558244,2019-03-19 17:42:33.000,2633439,19420609,1,77.000,24534228009060
1375162138724,2019-03-19 17:49:30.000,2633440,19420610,1,41.800,24534178529380
1365028733028,2019-03-19 18:10:32.000,2633441,19420611,1,165.000,24534218375268
1379235954788,2019-03-19 20:04:04.000,2633442,19420612,1,71.500,24534211035236
1379235954788,2019-03-19 20:04:04.000,2633442,19420613,1,71.500,24690592088164
1310542987364,2019-03-19 20:22:37.000,2633443,19420614,1,44.000,24534196355172
1310542987364,2019-03-19 20:22:37.000,2633443,19420615,1,132.000,24534238003300
1364962803812,2019-03-19 21:11:18.000,2633444,19420616,1,165.000,24534218080356
1365142536292,2019-03-19 15:41:12.000,2633445,19420617,1,88.000,24534171353188
1365142536292,2019-03-19 15:41:12.000,2633445,19420618,1,60.500,24534225322084
1365001076836,2019-03-19 16:37:07.000,2633446,19420619,1,165.000,24534217818212
1375897714788,2019-03-19 01:25:05.000,2633447,19420620,1,165.000,24690948243556
1376453361764,2019-03-19 04:33:14.000,2633448,19420621,1,165.000,24690938904676
1376453361764,2019-03-19 04:33:14.000,2633448,19420622,2,143.000,24534211559524
1364667105380,2019-03-19 15:46:52.000,2633449,19420623,1,165.000,24690952077412
1364896743524,2019-03-19 15:54:48.000,2633450,19420624,1,165.000,24534218473572
1310537351268,2019-03-19 17:20:14.000,2633451,19420625,1,165.000,24690952077412
1364442513508,2019-03-19 15:42:59.000,2633452,19420626,1,165.000,24534190555236
1370560921700,2019-03-19 16:53:20.000,2633453,19420627,1,165.000,24534218440804
1310542135396,2019-03-19 02:29:43.000,2633454,19420628,1,165.000,24534190653540
1310542135396,2019-03-19 02:29:43.000,2633454,19420629,1,165.000,24690948243556
1365138145380,2019-03-19 15:02:06.000,2633455,19420630,1,165.000,24534218408036
1365138145380,2019-03-19 15:02:06.000,2633455,19420631,1,165.000,24534218276964
1364927676516,2019-03-19 19:56:52.000,2633456,19420632,1,165.000,24534218408036
1364927676516,2019-03-19 19:56:52.000,2633456,19420633,1,165.000,24534217982052
1310542757988,2019-03-19 20:18:18.000,2633457,19420634,1,99.000,24534186000484
1310542757988,2019-03-19 20:18:18.000,2633457,19420635,1,24.200,24534181445732
1310542757988,2019-03-19 20:18:18.000,2633457,19420636,1,44.000,24534195339364
1310542757988,2019-03-19 20:18:18.000,2633457,19420637,1,88.000,24534171189348
1310542757988,2019-03-19 20:18:18.000,2633457,19420638,1,71.500,24690681184356
1379645587556,2019-03-19 22:26:59.000,2633790,19422884,1,165.000,24534217916516
1379667214436,2019-03-19 22:34:03.000,2633791,19422885,1,165.000,24534218440804
1365210202212,2019-03-19 23:38:41.000,2633792,19422886,1,165.000,24534218473572
1379859333220,2019-03-19 23:59:30.000,2633793,19422887,1,77.000,24534228205668
1379859333220,2019-03-19 23:59:30.000,2633793,19422888,1,49.500,24534249111652
1381292638308,2019-03-20 12:39:33.000,2633794,19422889,1,165.000,24534217916516
1364758167652,2019-03-20 12:59:29.000,2633795,19422890,1,165.000,24534218244196
1365072576612,2019-03-20 16:28:39.000,2633796,19422891,1,165.000,24534218408036
1355304992868,2019-03-20 19:13:31.000,2633797,19422892,1,77.000,24534232662116
1365198930020,2019-03-20 19:13:43.000,2633798,19422893,1,165.000,24534217785444
1383705641060,2019-03-20 19:15:55.000,2633799,19422894,1,33.000,24534185771108
1384222064740,2019-03-20 21:43:38.000,2633800,19422895,1,165.000,24690929762404
1378377760868,2019-03-21 00:49:53.000,2633801,19422896,1,88.000,24534171222116
1378377760868,2019-03-21 00:49:53.000,2633801,19422897,1,24.200,24534248030308
1385964011620,2019-03-21 06:02:21.000,2633802,19422898,1,44.000,24534195601508
1385964011620,2019-03-21 06:02:21.000,2633802,19422899,1,44.000,24534195339364
1385964011620,2019-03-21 06:02:21.000,2633802,19422900,2,88.000,24534194978916
1364397424740,2019-03-21 15:52:19.000,2633803,19422901,2,176.000,24534208086116
1365073264740,2019-03-21 16:25:36.000,2633804,19422902,1,71.500,24690685968484
1355139154020,2019-03-21 17:00:55.000,2633805,19422903,1,165.000,24534218211428
1364944945252,2019-03-21 17:41:12.000,2633806,19422904,2,143.000,24534211068004
1365349892196,2019-03-21 22:39:28.000,2633807,19422905,1,88.000,24534171287652
1364948320356,2019-03-20 12:41:23.000,2633808,19422906,1,165.000,24534218440804
1364670349412,2019-03-21 18:32:53.000,2633809,19422907,1,44.000,24534177841252
1310540791908,2019-03-20 01:14:49.000,2633810,19422908,1,88.000,24534171254884
1310540791908,2019-03-20 01:14:49.000,2633810,19422909,1,165.000,24534218244196
1364776419428,2019-03-21 18:08:54.000,2633811,19422910,1,165.000,24534190882916
1364293451876,2019-03-21 18:39:08.000,2633812,19422911,1,165.000,24534190850148
1389451018340,2019-03-21 19:01:52.000,2633813,19422912,1,165.000,24690938904676
1364611104868,2019-03-21 19:35:21.000,2633814,19422913,1,165.000,24534190784612
1389956235364,2019-03-21 20:16:25.000,2633815,19422914,1,165.000,24690948243556
1390386380900,2019-03-21 22:18:51.000,2633816,19422915,1,165.000,24534190850148
1381751029860,2019-03-20 14:09:12.000,2633817,19422916,1,165.000,24534218440804
1371018952804,2019-03-20 15:11:56.000,2633818,19422917,1,165.000,24534217818212
1388969754724,2019-03-21 18:19:11.000,2633819,19422918,1,165.000,24690959319140
1364768063588,2019-03-21 18:35:34.000,2633820,19422919,1,165.000,24534190850148
1364984561764,2019-03-21 19:45:17.000,2633821,19422920,1,165.000,24690938904676
1364397424740,2019-03-21 20:33:13.000,2633822,19422921,1,132.000,24534157590628
1364397424740,2019-03-21 20:33:13.000,2633822,19422922,1,165.000,24534190817380
1385470460004,2019-03-21 20:38:25.000,2633823,19422923,1,165.000,24534218473572
1375715655780,2019-03-21 20:50:26.000,2633824,19422924,1,165.000,24534190653540
1365222850660,2019-03-21 22:53:21.000,2633825,19422925,1,165.000,24534190686308
1383664549988,2019-03-20 19:03:39.000,2633826,19422926,1,82.500,24534233612388
1383664549988,2019-03-20 19:03:39.000,2633826,19422927,1,44.000,24534195142756
1383664549988,2019-03-20 19:03:39.000,2633826,19422928,1,165.000,24534190817380
1365185331300,2019-03-20 19:17:00.000,2633827,19422929,1,165.000,24534218113124
1364499300452,2019-03-21 21:21:50.000,2633828,19422930,1,38.500,24534177218660
1364499300452,2019-03-21 21:21:50.000,2633828,19422931,1,165.000,24690959319140
1364933443684,2019-03-21 21:26:34.000,2633829,19422932,1,165.000,24534218113124
1379704668260,2019-03-19 22:50:12.000,2633830,19422933,1,165.000,24534217818212
1379704668260,2019-03-19 22:50:12.000,2633830,19422934,1,165.000,24534218211428
1379704668260,2019-03-19 22:50:12.000,2633830,19422935,1,165.000,24534218473572
1310519787620,2019-03-19 23:07:03.000,2633831,19422936,1,66.000,24534228762724
1310519787620,2019-03-19 23:07:03.000,2633831,19422937,1,132.000,24534169911396
1310519787620,2019-03-19 23:07:03.000,2633831,19422938,1,165.000,24534218473572
1365126578276,2019-03-20 20:11:27.000,2633832,19422939,1,165.000,24534190882916
1365126578276,2019-03-20 20:11:27.000,2633832,19422940,1,165.000,24534190719076
1364765769828,2019-03-20 23:18:26.000,2633833,19422941,1,110.000,24534204678244
1364765769828,2019-03-20 23:18:26.000,2633833,19422942,1,17.600,24534247276644
1364765769828,2019-03-20 23:18:26.000,2633833,19422943,1,44.000,24534195142756
1364765769828,2019-03-20 23:18:26.000,2633833,19422944,1,44.000,24534195470436
1364765769828,2019-03-20 23:18:26.000,2633833,19422945,1,165.000,24534190653540
1364540883044,2019-03-21 04:43:56.000,2633834,19422946,1,132.000,24534157557860
1364540883044,2019-03-21 04:43:56.000,2633834,19422947,1,165.000,24690938904676
1365171535972,2019-03-21 20:04:12.000,2633835,19422948,1,44.000,24534177841252
1365171535972,2019-03-21 20:04:12.000,2633835,19422949,1,165.000,24534190719076
1365171535972,2019-03-21 20:04:12.000,2633835,19422950,1,165.000,24534190882916
1365171535972,2019-03-21 20:04:12.000,2633835,19422951,1,165.000,24690959319140
1376453361764,2019-03-22 22:24:41.000,2634246,19424323,1,165.000,24690929762404
1376453361764,2019-03-22 22:24:41.000,2634246,19424324,2,143.000,24534211526756
1364938817636,2019-03-25 04:03:32.000,2634247,19424325,1,165.000,24534217916516
1364966539364,2019-03-22 01:32:31.000,2634248,19424326,1,165.000,24534190686308
1364441071716,2019-03-22 03:08:36.000,2634249,19424327,1,165.000,24534190817380
1364612120676,2019-03-22 13:42:50.000,2634250,19424328,1,165.000,24690929762404
1364481572964,2019-03-22 15:27:49.000,2634251,19424329,1,165.000,24690948243556
1394091884644,2019-03-22 15:48:35.000,2634252,19424330,1,165.000,24534218408036
1394724634724,2019-03-22 17:59:37.000,2634253,19424331,1,165.000,24534218047588
1364649148516,2019-03-22 18:25:54.000,2634254,19424332,1,165.000,24534218408036
